Commune,Code Insee,url,Catégorie,Population,Site,https,Serveur,Version du serveur,Application,Version de l'application,Langage,Version du langage,Latitude,Longitude
Allennes-les-Marais,59005,http://www.ville-allennes-les-marais.fr,Informations masquées (vulnérabilités pas exposées),3337,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,50.541415239951803,2.948287055525040
Allerey-sur-Saône,71003,http://www.allerey-sur-saone.fr,Informations masquées (vulnérabilités pas exposées),785,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.913866989012199,4.974275992326990
Allériot,71004,http://www.mairie-alleriot.fr,Informations masquées (vulnérabilités pas exposées),979,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.799112595047298,4.955264976210680
Alles-sur-Dordogne,24005,http://www.pays-de-bergerac.com/mairie/alles-dordogne/index.asp,Niveau de sécurité incertain,350,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,44.861875385327103,0.874793581852656
Alleuze,15002,http://www.gites-alleuze.com,Informations masquées (vulnérabilités pas exposées),211,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,44.959624314151597,3.098227736642640
Allevard,38006,http://www.allevard.fr,Pas à jour,3783,oui,non,Apache,2.0,Inconnue,Inconnue,php,4.3.10,45.380119590397101,6.113948295722340
Allèves,74004,http://alleves.fr,Pas à jour,359,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,45.759005262483498,6.085899371427440
Allex,26006,http://www.mairie-allex.com,Informations masquées (vulnérabilités pas exposées),2495,oui,non,Apache,Inconnue,WordPress,Inconnue,php,Inconnue,44.766563327048502,4.915215565299370
Alligny-Cosne,58002,http://www.alligny-cosne.fr,Informations masquées (vulnérabilités pas exposées),876,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.443677968070403,3.072601335211330
Alligny-en-Morvan,58003,http://www.alligny-en-morvan.fr,Informations masquées (vulnérabilités pas exposées),659,oui,non,Apache,Inconnue,1&1 DIY Websitebuilder,Inconnue,Inconnue,Inconnue,47.209748138873003,4.173431052166700
Allinges,74005,http://www.allinges.com,Niveau de sécurité incertain,3982,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,46.333875814383099,6.465355116070630
Allogny,18004,http://www.allogny.fr,Pas à jour,1018,oui,non,Apache,Inconnue,WordPress,3.9.3,php,Inconnue,47.234305310699199,2.306273592164870
Allondaz,73014,http://www.allondaz.fr,Pas à jour,229,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,45.711716594272900,6.371619753735970
ALLONDRELLE LA MALMAISON,54011,http://www.allondrelle-lamalmaison.com,Pas à jour,619,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.4.32,49.510886499229500,5.568796231431630
Allonne,60009,http://www.allonne.fr,Pas à jour,1572,oui,non,Apache,Inconnue,WordPress,3.8.5,php,5.3.29,49.396081539764097,2.118845705623170
Allonnes,49002,http://www.allonnes-49.fr,Pas à jour,3013,oui,non,Apache,2.2,SPIP,1.9.2c,php,4.4.6,47.303805425649301,0.011503295635924
Allonnes ,72003,http://www.ville-allonnes.fr,Pas à jour,11064,oui,non,Apache,1.3,Inconnue,Inconnue,Inconnue,Inconnue,47.958907207740900,0.144325157420848
Allonville,80020,http://www.ville-allonville.fr,Pas à jour,760,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.0,49.937874948285298,2.367922689546070
Allonzier-la-Caille,74006,http://www.allonzierlacaille.fr,Pas à jour,1637,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.999943341229603,6.104642593928460
Allos,04006,http://www.mairie-allos.fr,Informations masquées (vulnérabilités pas exposées),691,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,44.261990500742002,6.626233245425990
Allouagne,62023,http://www.ville-allouagne.fr,Pas à jour,3066,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,50.532195940294997,2.505092466445010
Allouville-Bellefosse,76001,http://www.allouvillebellefosse.com,Pas à jour,1168,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.4.35,49.594341398024298,0.665872432035736
Alos-Sibas-Abense,64017,http://www.alos-sibas-abense.com,Pas à jour,284,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,43.113399649742597,-0.877330052694498
Alquines,62024,http://www.alquines.tk,Niveau de sécurité incertain,865,oui,non,Nginx,1.6.2,Inconnue,Inconnue,Inconnue,Inconnue,50.733807772922098,1.993667847456120
Alrance,12006,http://www.alrance.fr,Niveau de sécurité incertain,400,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,44.135428399703599,2.675469764431230
Althen-des-Paluds,84001,http://www.althendespaluds.fr,Niveau de sécurité incertain,2685,oui,non,Apache,2.4,Inconnue,Inconnue,Inconnue,Inconnue,44.005155081216699,4.958639881934210
Altier,48004,http://www.altier48.fr,Pas à jour,207,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,44.459605656180500,3.856626699230600
Altillac,19007,http://www.altillac.com,Pas à jour,854,oui,non,Apache,Inconnue,Joomla,1.5,php,5.4.35,44.980834401216498,1.868916263476840
Altkirch,68004,http://www.mairie-altkirch.fr,Informations masquées (vulnérabilités pas exposées),5765,oui,non,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,47.621048613120401,7.244590419742920
Altorf,67008,http://www.altorf.fr,Informations masquées (vulnérabilités pas exposées),1273,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.524465743643901,7.537991777317760
Altviller,57015,http://www.mairie-altviller.fr,Informations masquées (vulnérabilités pas exposées),565,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.069130818636701,6.731607947445330
Alvignac,46003,http://www.alvignac.fr,Niveau de sécurité incertain,733,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.833617924073501,1.685599802080590
Alvimare,76002,http://www.coeurdecaux.fr,Informations masquées (vulnérabilités pas exposées),536,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.606929705243701,0.632350976494074
Alzon,30009,http://www.alzon.fr,Niveau de sécurité incertain,220,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,43.973914983736300,3.447077095764270
Alzonne,11009,http://www.alzonne.fr,Niveau de sécurité incertain,1319,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,43.265188272075697,2.174762325920760
Amagne,08008,http://www.amagne.fr,Pas à jour,704,oui,non,Apache,Inconnue,SPIP,3.0.17,php,5.2.17,49.516038672326800,4.502759322151710
Amailloux,79008,http://www.amailloux.com,Niveau de sécurité incertain,857,oui,non,IIS,6.0,Inconnue,Inconnue,asp.net,Inconnue,46.749419918516502,-0.313646236030006
Amance,10005,http://www.amancevilleaubois.fr,Informations masquées (vulnérabilités pas exposées),275,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.291561921789203,4.486135452913900
Amancy,74007,http://www.amancy.fr,Informations masquées (vulnérabilités pas exposées),2046,oui,non,Apache,Inconnue,WordPress,Inconnue,php,Inconnue,46.073173302393599,6.330352782357080
Amanvillers,57017,http://mairie.amanvillers.free.fr,Informations masquées (vulnérabilités pas exposées),2163,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.159597594153801,6.046379708536540
Amayé-sur-Orne,14006,http://www.amaye-sur-orne.fr,Pas à jour,1026,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,49.091190135297502,-0.434619737064656
Ambarès-et-Lagrave,33003,http://www.ville-ambaresetlagrave.fr,Niveau de sécurité incertain,13270,oui,oui,Inconnue,Inconnue,Inconnue,Inconnue,php,5.3.3,44.944355473719597,-0.500833638701486
Ambazac,87002,http://www.mairie-ambazac.fr,Niveau de sécurité incertain,5542,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,45.953489286842398,1.399487466896350
Ambérieu-en-Bugey ,01004,http://www.ville-amberieuenbugey.fr,Pas à jour,13835,oui,non,Apache,Inconnue,SPIP,3.0.17,php,5.2.17,45.961142238052297,5.372193645498900
Ambérieux-en-Dombes,01005,http://www.amberieux-en-dombes.fr,Pas à jour,1616,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,45.996181768691599,4.911988832096930
Ambert,63003,http://www.ville-ambert.fr,Pas à jour,6920,oui,non,Apache,2.2,Joomla,Inconnue,php,5.3.8,45.555697631573999,3.756878708809580
Ambès,33004,http://www.mairie-ambes.fr,Informations masquées (vulnérabilités pas exposées),2894,oui,non,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,45.011923828348799,-0.550437875014970
Ambialet,81010,http://www.ambialet.fr,Informations masquées (vulnérabilités pas exposées),447,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.926656033024400,2.375802866601330
Ambierle,42003,http://www.ambierle.fr,Pas à jour,1805,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.35,46.106352458081098,3.891408112832300
Ambillou-Château,49003,http://www.ambillou-chateau.fr,Pas à jour,958,oui,non,Apache,1.3,Inconnue,Inconnue,php,4.4.4,47.257976029013399,-0.336946648082501
Ambilly ,74008,http://www.ambilly.fr,Pas à jour,5890,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.5.17,46.196313828046200,6.224214925265890
Amblainville,60010,http://www.amblainville.fr,Pas à jour,1730,oui,non,Apache,Inconnue,SPIP,2.1.2,php,5.2.17,49.206984084261201,2.120051624177060
Amblans-et-Velotte,70014,http://www.amblans-et-velotte.fr,Pas à jour,389,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.14,47.680814792984599,6.417907448192690
Ambleville,95011,http://www.ambleville.fr,Informations masquées (vulnérabilités pas exposées),420,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.150468553793701,1.694675245385660
Amblie,14008,http://amblie.jimdo.com,Pas à jour,262,oui,non,Lighttp,1.4.28,Inconnue,Inconnue,Inconnue,Inconnue,49.285206636529502,-0.501276703971734
Amboise ,37003,http://www.ville-amboise.fr,Niveau de sécurité incertain,12846,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,47.391592765036400,1.000530488761030
Ambon,56002,http://www.ambon.fr,Niveau de sécurité incertain,1732,oui,non,Apache,2.2,Creaville,Inconnue,Inconnue,Inconnue,47.557336153005103,-2.541021621795190
Ambonnay,51007,http://www.ambonnay.fr,Niveau de sécurité incertain,919,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,49.087282251875401,4.171893237536890
Ambres,81011,http://www.ambres.fr,Niveau de sécurité incertain,945,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,43.728652726374897,1.831612270573380
Ambrières-les-Vallées,53003,http://www.ambriereslesvallees.mairie53.fr,Pas à jour,2787,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,48.422975831428303,-0.624320037390983
Ambronay ,01007,http://www.ambronay.fr,Niveau de sécurité incertain,2362,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,46.005770605993902,5.357675879685570
Ambutrix,01008,http://www.ambutrix.fr,Pas à jour,729,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,45.936732351637097,5.332348798015130
Amélie-les-Bains-Palalda,66003,http://www.amelie-les-bains.com,À jour,3702,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,42.444087216251397,2.683315310138810
Ameugny,71007,http://www.ameugny.fr,Informations masquées (vulnérabilités pas exposées),142,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.524210784250997,4.666934754730710
Amfreville,14009,http://www.amfreville.net,Pas à jour,1185,oui,non,Apache,Inconnue,WordPress,3.4,php,5.2.17,49.250288760466802,-0.242058470003679
Amfreville-la-Campagne,27011,http://www.amfreville-la-campagne.fr,Pas à jour,896,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,49.213080625948301,0.924432582852774
Amfreville-la-Mi-Voie,76005,http://www.amfreville-la-mivoie.org,Informations masquées (vulnérabilités pas exposées),3112,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.404755008728998,1.124731396128020
Amfreville-les-Champs,76006,http://www.villages76.com/amfrevilleleschamps.html,Informations masquées (vulnérabilités pas exposées),160,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.697975376011399,0.827228905570063
Amfreville-sur-Iton,27014,http://amfreville.suriton.free.fr,Pas à jour,772,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.3,49.156753480626300,1.146953232545520
Amiens  ,80021,http://www.amiens.fr,Niveau de sécurité incertain,133448,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,49.900627109912399,2.289960048805210
Amilly,28006,http://mairie.amilly28300.pagesperso-orange.fr,Informations masquées (vulnérabilités pas exposées),1871,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.442387606561901,1.406904016781330
Amilly ,45004,http://www.amilly.com,Pas à jour,11588,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.4.34,47.986523124974397,2.782536433398590
Amions,42004,http://www.amions.fr,Pas à jour,290,oui,non,Apache,2.2,WebSee,Inconnue,php,5.2.13,45.877023295828600,4.040825995615940
Amirat,06002,http://www.ville-amirat.com,Niveau de sécurité incertain,55,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,43.896718895165300,6.812940754877720
Ammerschwihr,68005,http://www.ammerschwihr.fr,Pas à jour,1864,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,48.119695078990702,7.259733526327590
Amnéville ,57019,http://www.amneville-les-thermes.com,Pas à jour,10100,oui,non,IIS,8.0,Inconnue,Inconnue,php,5.4.14,49.240867333393801,6.101251549295790
Amou,40002,http://www.amou.fr,Niveau de sécurité incertain,1559,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,43.593409777373303,-0.744051103780615
Ampilly-le-Sec,21012,http://www.ampillylesec.com,Niveau de sécurité incertain,363,oui,non,IIS,6.0,Inconnue,Inconnue,asp.net,Inconnue,47.810148532640703,4.503058134676730
Amplepuis,69006,http://www.amplepuis.fr,Niveau de sécurité incertain,5205,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,45.964757473118397,4.328370050633010
Ampoigné,53004,http://www.ampoigne.fr,Pas à jour,558,oui,non,Lighttp,1.4.28,Inconnue,Inconnue,Inconnue,Inconnue,47.804953956363697,-0.823531328669350
Ampuis,69007,http://www.ampuis.fr,Niveau de sécurité incertain,2641,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,45.503422200386503,4.803075909790460
Ampus,83003,http://www.mairie-ampus.fr,À jour,925,oui,non,Apache,2.2,WordPress,4.1,php,5.3.10,43.628678410954997,6.372425201432840
Ancelle,05004,http://www.ancelle.fr,Pas à jour,858,oui,non,SiteW,2,TYPO3,4.5,php,5.3.29,44.619224381487498,6.228980462349500
Ancenis,44003,http://www.ancenis.fr,Pas à jour,7551,oui,non,Apache,2.2,SPIP,1.9.2h,php,Inconnue,47.383446785668397,-1.181852065766300
Ancerville,55010,http://www.mairieancerville.fr,Niveau de sécurité incertain,2770,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,48.639727355080602,5.023608146241050
Anché,86003,http://www.anche-village.net,Informations masquées (vulnérabilités pas exposées),326,oui,non,Google,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.349728730821802,0.270507790936432
Ancier,70018,http://www.ancier.fr/,À jour,475,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,47.444187846554698,5.636326860308160
Ancône,26008,http://www.anconedrome.fr,Pas à jour,1114,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,44.579641262605200,4.720516778255910
Ancy-sur-Moselle,57021,http://www.ancy57mairie.fr,Pas à jour,1414,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,49.065291667390298,6.045137264889490
Andancette,26009,http://www.andancette.fr,Pas à jour,1265,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,45.246502477413799,4.812625259018410
Andard,49004,http://www.andard.fr,Niveau de sécurité incertain,2504,oui,non,Apache,2.2,WordPress,Inconnue,php,5.4.36,47.481767300224597,-0.391192857252891
Andé,27015,http://www.ande.fr,Niveau de sécurité incertain,1094,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,49.227794511409698,1.244626743223880
Andelat,15004,http://www.andelat.fr,Pas à jour,440,oui,non,Apache,2.2,WebSee,Inconnue,php,5.2.13,45.070227824144801,3.059303787275620
Andelnans,90001,http://www.andelnans.fr,Informations masquées (vulnérabilités pas exposées),1267,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.603504299659903,6.865470721722240
Andelot-en-Montagne,39009,http://www.andelot-en-montagne.fr,Pas à jour,540,oui,non,Apache,Inconnue,WordPress,3.8.5,php,5.2.17,46.859309159248298,5.928775722705870
Andelu,78013,http://www.mairie-andelu78.fr,Informations masquées (vulnérabilités pas exposées),493,oui,non,Apache,Inconnue,e.Magnus,Inconnue,Inconnue,Inconnue,48.887794285117799,1.810532009553690
Andernos-les-Bains,33005,http://www.andernoslesbains.fr,Pas à jour,11127,oui,non,Apache,Inconnue,TYPO3,4.3,php,Inconnue,44.754426615533198,-1.080798405607060
Andert-et-Condon,01009,http://www.cc-belley-bas-bugey.com,Informations masquées (vulnérabilités pas exposées),340,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.787166937267898,5.657818963506030
Andilly,95014,http://www.ville-andilly-95.fr,Niveau de sécurité incertain,2524,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.36,49.008051875785100,2.303024210264580
Andilly,17008,http://www.andilly.fr,Pas à jour,1980,oui,non,Apache,2.2,GuppY,Inconnue,php,5.2.4,46.263445614530497,-1.017906917805540
Andilly,74009,http://www.andilly74.fr,Pas à jour,778,oui,non,Apache,Inconnue,WordPress,3.2.1,php,5.2.17,46.070446289007499,6.070571387709360
Andlau,67010,http://www.andlau.fr,Niveau de sécurité incertain,1842,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,48.390919397815303,7.384610866599060
Andolsheim,68007,http://www.andolsheim.fr,Pas à jour,2202,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.35,48.065128457780801,7.436578192868810
Andon,06003,http://www.ville-andon.com,Pas à jour,579,oui,non,o2switch,Inconnue,Inconnue,Inconnue,php,5.4.31,43.776990193933699,6.823263393439690
Andouillé,53005,http://www.ville-andouille.fr,Informations masquées (vulnérabilités pas exposées),2261,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.177377431411600,-0.792507129164957
Andrésy,78015,http://www.andresy.com,Pas à jour,12174,oui,non,Apache,Inconnue,WordPress,3.5.2,php,Inconnue,48.981582943562998,2.049689906816030
Andrezé,49006,http://www.andreze.mairie49.fr,Pas à jour,1830,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.168880718540002,-0.961511362148199
Andrézieux-Bouthéon ,42005,http://www.andrezieux-boutheon.com,À jour,9676,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,45.535135722234202,4.276856758218630
Anduze,30010,http://www.mairie-anduze.com,Pas à jour,3287,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.6,44.050760666196297,3.974308443686000
Anet,28007,http://www.ville-anet.fr,Informations masquées (vulnérabilités pas exposées),2641,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.852752424786701,1.442840651775520
Anetz,44004,http://www.anetz.fr,Pas à jour,1910,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,47.381455578941498,-1.094286594861040
ANGE,41002,http://www.mairie-ange.com,Pas à jour,817,oui,non,Lighttp,1.4.28,Inconnue,Inconnue,Inconnue,Inconnue,47.316358479532802,1.239718697240450
Angeot,90002,http://www.mairie-angeot.fr,Niveau de sécurité incertain,316,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.36,47.695667298391001,7.006114693586370
Angers  ,49007,http://www.angers.fr,Pas à jour,147571,oui,oui,Apache,Inconnue,TYPO3,6.1,php,Inconnue,47.476638780763700,-0.556228577055751
Angerville,91016,http://www.mairie-angerville.fr,Pas à jour,3753,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.29,48.309615958439899,2.005572955107500
